k01.01,k01.02,k01.03,k01.04,k01.05,k01.06,k02.07,k02.08,k02.09,k03.10,k03.11,k03.12,k03.13,k03.14,k03.15,k03.16,k03.17,k03.18,k03.19,k03.20,k03.21,k03.22,k03.23,k03.24,k05.34,k04.26,k04.27,k04.28,k04.29,k04.30,k04.31,k03.25,k04.32,k04.33,k05.35,k05.36,k05.37,k05.38,k05.39,k05.40,k05.41,k05.42,k05.43,k05.44,k05.45,k05.46,k05.47,k05.48,k06.49,k06.50,k06.51,k07.52,k07.53,k07.54,k07.55,k07.56,k08.57,k08.58,k09.59,k09.60,k09.61,k09.62,k09.63,k09.64,k09.65,k10.66,k10.67,k10.68,k10.69,k10.70,k10.71,k10.72,k10.73,k10.74,k10.75,k10.76,k10.77,k10.78,k11.79,k11.80,k11.81,k11.82,k11.83,k12.84,k12.85,k13.86,k13.87,k13.88,k13.89,k13.90,k13.91,k13.92,k13.93,k14.94,k14.95,k14.96
2021/02/16 13:20:27,surveilans dinkes kota cirebon,Dinas Kesehatan,1975,Wanita,Diploma/S1,Tidak mengikuti,Ya,"Monitoring dan follow up; Organisasi lacak kontak (koordinasi, dll); Entri dan rekap data; melakukan anamnesa pada kasus , kontak erat , suspek yang akan dilakukan pengambilan spes utk pemeriksaan pcr  ",Setuju,Sangat setuju,Sangat setuju,Tidak setuju,Setuju,Setuju,Setuju,Tidak setuju,Setuju,Sangat setuju,Sangat tidak setuju,Tidak setuju,Netral,Tidak setuju,Tidak setuju,Tidak setuju,Setuju,Setuju,Tidak setuju,Setuju,Setuju,Setuju,Setuju,Tidak setuju,Setuju,Tidak setuju,Setuju,Tidak setuju,Setuju,Tidak setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Mendapatkan informasi terkini dan valid mengenai penyebaran COVID-19; Mendapatkan panduan untuk perlindungan terhadap diri sendiri dan keluarga dalam situasi pandemi; Adanya insentif; Mengikuti arahan dari otoritas yang lebih tinggi,Melindungi masyarakat dari risiko penyebaran COVID-19; Berperan aktif dalam mengatasi pandemi; Melaksanakan arahan otoritas yang lebih tinggi; merupakan tanggung jawab sebagai pelaksana surveilans d dinkes ,Pemahaman terhadap situasi pandemi yang dialami masyarakat setempat di suatu wilayah; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Adanya upaya untuk membangun kepercayaan dan keterlibatan masyarakat dalam lacak kontak,Handphone; Laptop,Lebih dari 5 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,
2021/02/15 21:56:47,Relawan,Puskesmas,1997,Pria,Diploma/S1,Tidak mengikuti,Ya,Identifikasi kontak erat (wawancara); Entri dan rekap data,Tidak setuju,Tidak setuju,Sangat setuju,Sangat setuju,Setuju,Tidak setuju,Tidak setuju,Netral,Sangat setuju,Setuju,Setuju,Sangat setuju,Netral,Setuju,Netral,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Tidak setuju,Tidak setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Setuju,"Mendapatkan informasi terkini dan valid mengenai penyebaran COVID-19; Menciptakan ketenangan dalam bekerja, dengan informasi yang jelas dan situasi terkini terkait COVID-19; Mendapatkan panduan untuk perlindungan terhadap diri sendiri dan keluarga dalam situasi pandemi; Adanya insentif",Melindungi masyarakat dari risiko penyebaran COVID-19; Memberikan edukasi mengenai pelacakan kontak; Berperan aktif dalam mengatasi pandemi,Pemahaman terhadap situasi pandemi yang dialami masyarakat setempat di suatu wilayah; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Adanya upaya untuk membangun kepercayaan dan keterlibatan masyarakat dalam lacak kontak,Handphone; Laptop,Lebih dari 5 jam,Mudah,Jaringan internet yang tidak bagus; Tidak memiliki perangkat untuk melakukan aktivitas online,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ya,
2021/02/15 21:35:39,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1969,Wanita,Diploma/S1,Tidak mengikuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Mudah,Biaya internet yang mahal,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Internet,Membantu anamnesa pasien,1-3 jam,3-5 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,1-3 jam,Kurang dari 1 jam,Kurang dari 1 jam,Pribadi,,,,,Pribadi,,,,,"Rp100.000,00 - Rp300.000,00","Kurang dari Rp100.000,00",Tidak ada ,"Alamat kasus konfirmasi tidak lengkap; Keterlambatan rilis informasi kasus; Lintas sektor (kelurahan, RT/RW) tidak kooperatif","Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan,3,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; Telepon,WhatsApp; Telepon,Form PE kertas; Aplikasi Pelaporan (Pikobar); New All Record (NAR),Aplikasi Pelaporan (Pikobar); New All Record (NAR); WhatsApp Group,Setiap hari,3,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Transfer knowledge mengenai data kasus kepada kolega non-surveilans dengan mudah; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi,"Lebih dari Rp 4.000.000,00",Ya,Enri rosnadiyanti 
2021/02/15 11:30:48,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1994,Wanita,Diploma/S1,Tidak mengikuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Internet,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Menjaga dan merawat pasien di IGD, rawat inap atau PONED",Lebih dari 5 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,3-5 jam,3-5 jam,Pribadi,,,,,Pribadi,,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",,"Alamat kasus konfirmasi tidak lengkap; Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan; Kesulitan untuk menemukan kembali arsip kertas form PE,2,Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Pekerjaan saya bisa membantu masyarakat,WhatsApp; SMS; Telepon; Kunjungan langsung,WhatsApp,Form Excel; Aplikasi Pelaporan (Pikobar),Form Excel; Aplikasi Pelaporan (Pikobar),2-3 hari sekali,3,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah,"Rp2.000.001,00 - Rp3.000.000,00",Ya,Aisya Lestari Prihandani
2021/02/14 16:46:36,Kepala Puskesmas,Puskesmas,1983,Wanita,Diploma/S1,Mengikuti secara penuh,Ya,"Identifikasi kontak erat (wawancara); Monitoring dan follow up; Organisasi lacak kontak (koordinasi, dll); Entri dan rekap data",Tidak setuju,Tidak setuju,Setuju,Setuju,Setuju,Netral,Setuju,Sangat tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Sangat setuju,Tidak setuju,Sangat setuju,Tidak setuju,Setuju,Sangat setuju,Setuju,Setuju,Setuju,Sangat setuju,Sangat setuju,Netral,Setuju,Sangat setuju,Setuju,Sangat setuju,Netral,Tidak setuju,Setuju,Setuju,Sangat setuju,Tidak setuju,Sangat setuju,Setuju,Tidak setuju,Setuju,Sangat setuju,Sangat setuju,"Mendapatkan informasi terkini dan valid mengenai penyebaran COVID-19; Menciptakan ketenangan dalam bekerja, dengan informasi yang jelas dan situasi terkini terkait COVID-19; Mendapatkan panduan untuk perlindungan terhadap diri sendiri dan keluarga dalam situasi pandemi; Mengikuti arahan dari otoritas yang lebih tinggi",Melindungi masyarakat dari risiko penyebaran COVID-19; Memberikan edukasi mengenai pelacakan kontak; Berperan aktif dalam mengatasi pandemi; Melaksanakan arahan otoritas yang lebih tinggi; Adanya insentif tambahan,Pemahaman terhadap situasi pandemi yang dialami masyarakat setempat di suatu wilayah; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Adanya upaya untuk membangun kepercayaan dan keterlibatan masyarakat dalam lacak kontak,Laptop,Lebih dari 5 jam,Sangat mudah (selalu melakukan sendiri dalam melakukan aktivitas online),Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ya,dr. Irene Herdi
2021/02/14 15:52:10,Surveilans/Petugas Pelacakan Kontak,Dinas Kesehatan,1975,Wanita,S2/S3,Mengikuti secara penuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Mudah,Jaringan internet yang tidak bagus; Banyak pelaporan secara online,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,Pengelola SKDR & surveilans PD3I ,Lebih dari 5 jam,Kurang dari 1 jam,Kurang dari 1 jam,3-5 jam,1-3 jam,Lebih dari 5 jam,Kurang dari 1 jam,Kurang dari 1 jam,Pribadi,,,,,,,Dinkes Kab/Kota,,,"Rp300.001,00 - Rp500.000,00","Lebih dari Rp700.000,00",ATK = Rp. 200000,Alamat kasus konfirmasi tidak sesuai dengan domisili,Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya),Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan; Kesulitan untuk menemukan kembali arsip kertas form PE,3,Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; Telepon,WhatsApp; Telepon,Form PE kertas; Form Excel; New All Record (NAR),Form PE kertas; Form Excel,Tidak pernah,,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Menyimpan dan memindahkan data secara offline dan mudah; Melakukan pelaporan dengan lebih praktis,"Lebih dari Rp 4.000.000,00",Ya,Yani Haerani Nuriyah
2021/02/14 09:17:38,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1987,Wanita,Diploma/S1,Tidak mengikuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,1-3 jam,Mudah,Jaringan internet yang tidak bagus,Diskusi dengan rekan sesama tenaga kesehatan; Internet,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Melaksanakan dan mengawasi kesehatan lingkungan",Lebih dari 5 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,1-3 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,,Puskesmas,,,,,Puskesmas,,,,"Rp300.001,00 - Rp500.000,00","Rp500.001,00 - Rp700.000,00",,Alamat kasus konfirmasi tidak sesuai dengan domisili,Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Kekurangan SDM untuk melakukan pelaporan,3,Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Kontak erat/kasus konfirmasi berhasil sembuh; Pekerjaan saya bisa membantu masyarakat,WhatsApp; Telepon; Kunjungan langsung,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel; Aplikasi milik Kab/Kota,Form Excel; WhatsApp Group; Aplikasi milik Kab/Kota,Setiap hari,4,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Menerima hasil swab secara cepat,,Ya,irmawati
2021/02/14 08:04:40,Dokter Fungsional,Puskesmas,1991,Wanita,S2/S3,Tidak mengikuti,Ya,"Identifikasi kontak erat (wawancara); Monitoring dan follow up; Organisasi lacak kontak (koordinasi, dll)",Setuju,Setuju,Setuju,Setuju,Setuju,Tidak setuju,Tidak setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Tidak setuju,Setuju,Setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Setuju,Setuju,Setuju,Setuju,Tidak setuju,Setuju,Sangat setuju,Tidak setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,"Menciptakan ketenangan dalam bekerja, dengan informasi yang jelas dan situasi terkini terkait COVID-19; Mendapatkan panduan untuk perlindungan terhadap diri sendiri dan keluarga dalam situasi pandemi; Adanya insentif",Melindungi masyarakat dari risiko penyebaran COVID-19; Adanya insentif tambahan,Pemahaman terhadap situasi pandemi yang dialami masyarakat setempat di suatu wilayah; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Adanya upaya untuk membangun kepercayaan dan keterlibatan masyarakat dalam lacak kontak,Handphone; Laptop,Lebih dari 5 jam,Sangat mudah (selalu melakukan sendiri dalam melakukan aktivitas online),Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diklat/seminar/pelatihan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ya,dr. Jessica
2021/02/13 21:26:25,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1996,Wanita,Diploma/S1,Tidak mengikuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Melaksanakan dan mengawasi kesehatan lingkungan",Lebih dari 5 jam,1-3 jam,1-3 jam,1-3 jam,3-5 jam,3-5 jam,3-5 jam,3-5 jam,Pribadi,,,,,Pribadi,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",,"Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus; Lintas sektor (kelurahan, RT/RW) tidak kooperatif","Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan,2,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi berhasil sembuh; Mendapat insentif/reward yang sesuai,WhatsApp; SMS; Telepon; Kunjungan langsung,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR),Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR); WhatsApp Group,1-2 minggu sekali,2,2,Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Melakukan pelaporan dengan lebih praktis; Menerima hasil swab secara cepat,"Rp2.000.001,00 - Rp3.000.000,00",Tidak,
2021/02/13 20:21:44,Relawan,Dinas Kesehatan,1996,Wanita,Diploma/S1,Mengikuti sebagian,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Mudah,Jaringan internet yang tidak bagus; Tidak terbiasa melakukan aktivitas online,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ya,REIN ARUM
2021/02/13 20:19:56,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1996,Wanita,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Adminustrasi",Lebih dari 5 jam,Kurang dari 1 jam,1-3 jam,1-3 jam,1-3 jam,Lebih dari 5 jam,3-5 jam,1-3 jam,Pribadi,Puskesmas,,,,Pribadi,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp300.001,00 - Rp500.000,00",,"Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan; Kesulitan untuk menemukan kembali arsip kertas form PE,3,Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Kontak erat/kasus konfirmasi berhasil sembuh,WhatsApp; Telepon; Kunjungan langsung,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR),Form PE kertas; Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR); WhatsApp Group,Setiap hari,3,3,Melakukan pelaporan dengan lebih praktis; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Menerima hasil swab secara cepat,"Rp1.000.000,00 - Rp2.000.000,00",Ya,"Maryam Maulidianingsih, SKM"
2021/02/13 20:10:00,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1987,Wanita,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,3-5 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Internet,Promosi kesehatan,Lebih dari 5 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,Kurang dari 1 jam,Kurang dari 1 jam,Pribadi,,,,,Pribadi,,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",,"Alamat kasus konfirmasi tidak tersedia; Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia","Alamat kontak erat tidak ditemukan; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya)",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan; Kesulitan untuk menemukan kembali arsip kertas form PE,3,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; Telepon; Kunjungan langsung,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR),Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR); WhatsApp Group; Aplikasi milik Kab/Kota,4-5 hari sekali,2,2,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah,"Lebih dari Rp 4.000.000,00",Tidak,
2021/02/13 19:44:53,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1991,Pria,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Sangat mudah (selalu melakukan sendiri dalam melakukan aktivitas online),Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Promosi Kesehatan",Lebih dari 5 jam,Kurang dari 1 jam,Kurang dari 1 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,Pribadi,Puskesmas,,,,Pribadi,,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",,"Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim,Pencatatan yang berulang (manual dan komputer),Kesulitan untuk menemukan kembali arsip kertas form PE,3,Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Kontak erat/kasus konfirmasi berhasil sembuh; Pekerjaan saya bisa membantu masyarakat,WhatsApp; Telepon,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR),Form PE kertas; Form Excel; WhatsApp Group,2-3 hari sekali,3,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mengetahui pasien yang memiliki komorbid dan yang sudah diswab; Memperoleh data secara cepat dan akurat tentang riwayat pasien,"Rp2.000.001,00 - Rp3.000.000,00",Tidak,
